Movie,Distributor,Genre,RunTime,MPAA,Budget,ForeignSale
"Bright Lights, Big City",United Artists,Drama,110,R,,
She's Having a Baby,Paramount,Comedy,105,PG-13,,
Masquerade,MGM,Romantic Thriller,91,R,,
Big Top Pee-Wee,Paramount,Family Comedy,82,PG,,
Arthur 2:On the Rocks,Warner Bros.,Romantic Comedy,113,PG,,
School Daze,Columbia,Musical,121,R,,
Poltergeist III,MGM,Horror,97,PG-13,,
Stand and Deliver,Warner Bros.,Drama,103,PG,,
My Stepmother is an Alien,Columbia,Sci-Fi Comedy,107,PG-13,,
The Milagro Beanfield War,Universal,Unknown,118,R,,
Return to Snowy River,Buena Vista,Unknown,99,PG,,
Vice Versa,Columbia,Fantasy Comedy,99,PG,,
I'm Gonna Git You Sucka,United Artists,Action Comedy,89,R,,
They Live,Universal,Sci-Fi Action,97,R,,
Mystic Pizza,Samuel Goldwyn,Romantic Comedy,105,R,,
D.O.A.,Buena Vista,Crime Thriller,97,R,,
Everybody's All-American,Warner Bros.,Sports Drama,127,R,,
Casual Sex?,Universal,Unknown,88,R,,
Hellbound:Hellraiser II,New World,Horror,96,R,,
Bloodsport,Cannon Films,Sports Action,92,R,,
Caddyshack II,Warner Bros.,Sports Comedy,99,PG,,
Moon Over Parador,Universal,Unknown,104,PG-13,,
The Couch Trip,Lorimar,Unknown,97,R,,
Moving,Warner Bros.,Unknown,89,R,,
Iron Eagle II,TriStar,Unknown,102,PG,,
Shakedown,Universal,Unknown,97,R,,
The Unbearable Lightness of Being,Orion Pictures,Unknown,172,R,,
Bad Dreams,Fox,Unknown,80,R,,
Return of the Living Dead 2,Lorimar,Unknown,89,R,,
Switching Channels,TriStar,Unknown,105,PG,,
Salsa - The Motion Picture,Cannon Films,Unknown,99,PG,,
Clean and Sober,Warner Bros.,Unknown,124,R,,
U2:Rattle and Hum,Paramount,Unknown,98,PG-13,,
High Spirits,TriStar,Unknown,99,PG-13,,
Without a Clue,Orion Pictures,Unknown,107,PG,,
The Last Temptation of Christ,Universal,Unknown,163,R,,
Satisfaction,Fox,Unknown,92,PG-13,,
The Blob,TriStar,Sci-Fi Horror,95,R,,
Dead Ringers,Fox,Unknown,115,R,,
A New Life,Paramount,Unknown,104,PG-13,,
Stealing Home,Warner Bros.,Unknown,98,PG-13,,
Phantasm II,Universal,Unknown,90,R,,
Off Limits,Fox,Unknown,102,R,,
Women on the Verge of a Nervous Breakdown,Orion Classics,Foreign,88,R,,
A Cry in the Dark,Warner Bros.,Unknown,121,PG-13,,
Hairspray (1988),New Line,Unknown,92,PG,,6671108
Fresh Horses,Columbia,Unknown,102,PG-13,,
Hot to Trot,Warner Bros.,Unknown,83,PG,,
Mac and Me,Orion Pictures,Unknown,99,PG,,
The Unholy,Vestron,Unknown,100,R,,
Night in the Life of Jimmy Reardon,Fox,Unknown,90,R,,
Braddock:Missing in Action III,Cannon Films,Action,101,R,,
1969,Atlantic,Unknown,95,R,,
The Rescue,Buena Vista,Unknown,98,PG,,
Eight Men Out,Orion Pictures,Sports Drama,119,PG,,
"Elvira, Mistress of the Dark",New World,Unknown,96,PG-13,,
Heartbreak Hotel,Buena Vista,Unknown,97,PG-13,,
Monkey Shines,Orion Pictures,Sci-Fi Horror,114,R,,
Hero and the Terror,Cannon Films,Unknown,96,R,,
Clara's Heart,Warner Bros.,Unknown,108,PG-13,,
Torch Song Trilogy,New Line,Unknown,120,R,,
The Good Mother,Buena Vista,Unknown,104,R,,
Sunset,TriStar,Unknown,106,R,16000000,
"Au Revoir, Les Enfants",Orion Classics,Foreign,101,PG,,
Babette's Feast,Orion Classics,Foreign,103,G,,
BAT-21,TriStar,Unknown,105,R,,
Memories of Me,MGM,Unknown,103,PG-13,,
Feds,Warner Bros.,Unknown,83,PG-13,,
Critters 2:The Main Course,New Line,Horror Comedy,87,PG-13,,
Sweetheart's Dance,TriStar,Unknown,,Unknown,,
Imagine:John Lennon,Warner Bros.,Documentary,106,R,,148
Dead Heat,New World,Action Comedy,84,R,,
Bagdad Cafe,Island Pictures,Unknown,92,PG,,
Tougher Than Leather,New Line,Unknown,92,R,,
New Adventures of Pippi Longstocking,Columbia,Unknown,100,G,,
Madame Sousatzka,Universal,Unknown,122,PG-13,,
Things Change,Columbia,Unknown,100,PG,,
The Big Blue,Columbia,Unknown,119,PG,,
Talk Radio,Universal,Unknown,109,R,,
Pumpkinhead,United Artists,Unknown,86,R,,
Wings of Desire,Orion Classics,Foreign,128,PG-13,,
Night of the Demons (1988),Paragon,Unknown,90,R,,
White Mischief,Columbia,Unknown,107,R,,
Dominick and Eugene,Orion Pictures,Unknown,111,PG-13,,
Messenger of Death,Cannon Films,Unknown,91,R,,
Running on Empty,Warner Bros.,Unknown,116,PG-13,,
The Manchurian Candidate (re-issue),MGM,Thriller,126,PG-13,,
18 Again,New World,Fantasy Comedy,100,PG,,
Kansas,Trans World Ent.,Unknown,110,R,,
A World Apart,Atlantic,Unknown,113,PG,,
Bird,Warner Bros.,Unknown,160,R,,
Salaam Bombay!,Cinecom,Foreign,113,Unrated,,
Pelle the Conqueror,Miramax,Foreign,157,PG-13,,
The Moderns,Alive Films,Unknown,126,R,,
Permanent Record,Paramount,Unknown,91,PG-13,,
Vibes,Columbia,Unknown,99,PG,,
The Kiss,TriStar,Unknown,97,R,,
Stormy Monday,Atlantic,Crime Drama,93,R,,
Little Nikita,Columbia,Thriller,97,PG,,
Lady in White,New Century,Unknown,112,PG-13,,
Vincent:The Life and Death of Vincent Van Gogh,Roxie,Documentary,105,Unrated,,
Another Woman,Orion Pictures,Unknown,81,PG,,
A Handful of Dust,New Line,Unknown,118,PG,,
Two Moon Junction,Lorimar,Unknown,104,R,,
Pascali's Island,Avenue Pict.,Unknown,104,PG-13,,
Platoon Leader,Cannon Films,Unknown,97,R,,
Midnight Crossing,Vestron,Unknown,96,R,,
Lost Angels,Orion Pictures,Unknown,117,R,,
Patty Hearst,Atlantic,Unknown,108,R,,
Mr. North,Samuel Goldwyn,Unknown,90,PG,,
A Time of Destiny,Columbia,Unknown,118,PG-13,,
The Thin Blue Line,Miramax,Documentary,103,Unrated,,
The Lair of the White Worm,Vestron,Unknown,93,R,,
The Wrong Guys,New World,Unknown,86,PG,,
Aria,Miramax,Unknown,90,R,,
Little Dorrit,Cannon Films,Unknown,177,G,,
Five Corners,Cineplex Odeon,Unknown,90,R,,
Appointment with Death,Cannon Films,Unknown,108,PG,,
Watchers,Universal,Sci-Fi Horror,91,R,,
Julia and Julia,Cinecom,Unknown,97,R,,
Boyfriends and Girlfriends,Orion Classics,Unknown,102,R,,
Waxwork,Vestron,Unknown,97,R,,
Bulletproof (1988),Universal,Unknown,93,R,,
The Boost,Hemdale,Unknown,95,R,,
"Sister, Sister",New World,Unknown,91,R,,
And God Created Woman,Vestron,Unknown,100,R,,
Split Decisions,New Century,Unknown,95,R,,
Maniac Cop,Shapiro-Glickenhaus,Unknown,85,R,,
Spellbinder,MGM,Unknown,99,R,,
Da,FilmDallas,Unknown,102,PG,,
Spike of Bensonhurst,FilmDallas,Unknown,101,R,,
Cage,New Century,Unknown,100,R,,
Powaqqatsi,Cannon Films,Documentary,100,G,,
Pound Puppies and the Legend of Big Paw,TriStar,Animation,76,G,,
Buster,Hemdale,Unknown,94,R,,
The House on Carroll Street,Orion Pictures,Unknown,111,PG,,
Full Moon in Blue Water,Trans World Ent.,Unknown,95,R,,
Track 29,Island Pictures,Unknown,90,R,5000000,
Tiger Warsaw,Sony / Columbia,Drama,93,R,,
Aloha Summer,Spectrafilm,Unknown,97,PG,,
Some Girls,MGM,Romantic Comedy,94,R,,
The Decline of Western Civilization Part II:The Metal Years,New Line,Documentary,93,R,500000,
Light Years,Miramax,Unknown,83,PG,,
The Family,Vestron,Foreign,127,PG,,
The Deceivers,Cinecom,Unknown,103,PG-13,,
Prison,New World,Unknown,102,R,4000000,
It Takes Two (1988),MGM,Unknown,81,PG-13,,
Tapeheads,Avenue Pict.,Unknown,93,R,,
World Gone Wild,Lorimar,Sci-Fi Action,95,R,,
Promised Land,Vestron,Unknown,102,R,,
The Chocolate War,MCEG,Unknown,100,R,,
Rent-A-Cop,Kings Road Ent.,Unknown,97,R,,
Plain Clothes,Paramount,Unknown,98,PG,,
Illegally Yours,United Artists,Comedy,102,PG,,
Call Me,Vestron,Thriller,96,R,,
Judgment in Berlin,New Line,Unknown,96,PG,,
Bellman and True,Island Pictures,Unknown,122,R,,
The Year My Voice Broke,Avenue Pict.,Unknown,103,PG-13,,
Beatrice,Samuel Goldwyn,Foreign,130,R,,
Matador,World Artists,Foreign,110,NC-17,,3366
Eat the Rich,New Line,Comedy,89,R,,
Mondo New York,4th and Broadway,Documentary,83,Unrated,,
Miles from Home,Cinecom,Unknown,108,R,,
Rocket Gibraltar,Columbia,Unknown,99,PG,,
Seven Hours to Judgment,Trans World Ent.,Unknown,90,R,,
My Best Friend Is a Vampire,Kings Road Ent.,Unknown,90,PG,,
Pass the Ammo,New Century,Unknown,93,R,,
The Blue Iguana,Paramount,Action Comedy,90,R,,
The Beast,Columbia,War Drama,111,R,,
Taffin,MGM,Unknown,96,R,,
Gor,Cannon Films,Unknown,94,PG,,
Distant Thunder,Paramount,Unknown,114,R,,
Hanna's War,Cannon Films,Unknown,158,PG-13,,
The In Crowd (1988),Orion Pictures,Unknown,105,PG,,
Consuming Passions,Samuel Goldwyn,Unknown,98,R,,
The Kitchen Toto,Cannon Films,Unknown,95,PG-13,,
The Telephone,New World,Unknown,96,R,,
Amsterdamned,Vestron,Unknown,105,R,,
Ghost Town (1988),Trans World Ent.,Horror,85,R,,
King Lear,Cannon Films,Unknown,90,PG,,
Love at Stake,TriStar,Comedy,86,R,,
Pulse (1988),Columbia,Horror,91,PG-13,,
A Killing Affair,Hemdale,Unknown,100,R,,
The Lighthorsemen,Cinecom,Unknown,115,PG,,
Doin' Time on Planet Earth,Cannon Films,Sci-Fi Comedy,85,PG,,
We Think the World of You,Cinecom,Unknown,92,R,,
Puss in Boots (1988),Cannon Films,Unknown,96,G,,
Haunted Summer,Cannon Films,Unknown,106,R,,
The Missing Link,Universal,Period Adventure,91,PG,,
The Prince of Pennsylvania,New Line,Unknown,94,R,,
When the Wind Blows,Kings Road Ent.,Animation,80,Unrated,,
Afterschool,IFC,Drama,122,Unrated,,
State Park,Atlantic,Comedy,90,R,,
Three Men and a Baby,Buena Vista,Comedy,102,PG,11000000,
Fatal Attraction,Paramount,Thriller,123,R,,163500000
Beverly Hills Cop II,Paramount,Action Comedy,103,R,,146300000
"Good Morning, Vietnam ",Buena Vista,Comedy / Drama,119,R,,
Moonstruck,MGM,Romantic Comedy,102,PG,,
The Untouchables,Paramount,Period Action,119,R,,
The Secret of My Success,Universal,Romantic Comedy,111,PG-13,,44001000
Stakeout,Buena Vista,Action Comedy,116,R,,
Lethal Weapon,Warner Bros.,Action Comedy,110,R,,55000000
The Witches of Eastwick,Warner Bros.,Horror Comedy,118,R,,
Dirty Dancing,Vestron,Romance,105,PG-13,6000000,63954274
Predator,Fox,Action Horror,107,R,15000000,38532010
Throw Momma From the Train,Orion Pictures,Crime Comedy,88,PG-13,,
Dragnet,Universal,Action Comedy,106,PG-13,,9286000
La Bamba,Columbia,Music Drama,109,PG-13,,
Robocop,Orion Pictures,Sci-Fi Action,103,R,13000000,
Outrageous Fortune,Buena Vista,Comedy,100,R,,
Broadcast News,Fox,Comedy,133,R,,16081905
The Living Daylights,United Artists,Action,131,PG,,
Eddie Murphy Raw,Paramount,Concert,90,R,,
"Planes, Trains and Automobiles",Paramount,Comedy,92,R,,
Snow White and the Seven Dwarfs (Re-issue) (1987),Buena Vista,Animation,84,G,,
Full Metal Jacket,Warner Bros.,War,116,R,30000000,46357676
A Nightmare on Elm Street 3:Dream Warriors,New Line,Horror,96,R,,
The Last Emperor,Columbia,Period Drama,219,PG-13,,
Wall Street,Fox,Drama,125,R,,
Mannequin,Fox,Romantic Comedy,90,R,,
Roxanne,Columbia,Romantic Comedy,107,PG,,
Blind Date,TriStar,Romantic Comedy,95,PG-13,,
The Running Man,TriStar,Sci-Fi Action,101,R,27000000,
Spaceballs,MGM,Sci-Fi Comedy,96,PG,,38119483
Summer School,Paramount,Comedy,97,PG-13,,
No Way Out,Orion Pictures,Romantic Thriller,114,R,,
Adventures in Babysitting,Buena Vista,Comedy,99,PG-13,,
Cinderella (1987 re-issue),Buena Vista,Animation,76,G,,
* batteries not included,Universal,Sci-Fi Fantasy,106,PG,,32143000
The Lost Boys,Warner Bros.,Horror Thriller,97,R,,32222567
Can't Buy Me Love,Buena Vista,Romantic Comedy,94,PG-13,,
Nuts,Warner Bros.,Drama,116,R,,
The Princess Bride,Fox,Adventure Comedy,98,PG,,30857814
Revenge of the Nerds II:Nerds in Paradise,Fox,Comedy,98,PG-13,,
Harry and the Hendersons,Universal,Family Comedy,111,PG,,20238000
Police Academy 4:Citizens on Patrol,Warner Bros.,Comedy,88,PG,,
Overboard,MGM,Romantic Comedy,112,PG,,
Baby Boom,United Artists,Comedy,110,PG,,
Innerspace,Warner Bros.,Sci-Fi Comedy,121,PG,,
Tin Men,Buena Vista,Period Comedy,108,R,,
Black Widow,Fox,Thriller,102,R,,
Ernest Goes to Camp,Buena Vista,Family Comedy,92,PG,,
Raising Arizona,Fox,Crime Comedy,94,PG-13,,22847564
Benji the Hunted,Buena Vista,Family Adventure,88,G,,
Empire of the Sun,Warner Bros.,War Drama,152,PG,,
Jaws IV:The Revenge,Universal,Horror,89,PG-13,,31118000
Hello Again,Buena Vista,Fantasy Comedy,96,PG,,
Critical Condition,Paramount,Comedy,97,R,,
The Principal,TriStar,Action Drama,112,R,,
Suspect,TriStar,Thriller,121,R,,
The Believers,Orion Pictures,Horror Thriller,115,R,,
Some Kind of Wonderful,Paramount,Romance,94,PG-13,,
Project X (1987),Fox,Drama / Thriller,108,PG,,3057109
The Big Easy,Columbia,Romantic Thriller,100,R,,
The Aristocats (Re-issue) (1987),Buena Vista,Animation,78,G,,
Born in East L.A.,Universal,Comedy,85,R,,
Masters of the Universe,Cannon Films,Fantasy,106,PG,,
Angel Heart,TriStar,Horror Thriller,113,R,17000000,
Burglar,Warner Bros.,Comedy,102,R,,
Over the Top,Warner Bros.,Action Drama,93,PG,,
Superman IV:The Quest for Peace,Warner Bros.,Action / Adventure,90,PG,17000000,
Flowers in the Attic,New World,Drama / Thriller,92,PG-13,,
Radio Days,Orion Pictures,Period Comedy,86,PG,,
Hellraiser,New World,Horror,93,R,,
Ishtar,Columbia,Comedy,103,PG-13,55000000,
Prince of Darkness,Universal,Horror,102,R,,
Creepshow 2,New World,Horror,87,R,,
Hamburger Hill,Paramount,War,110,R,,
The Gate,New Century,Horror,85,PG-13,,
The Pick-Up Artist,Fox,Romantic Comedy,81,PG-13,,
Back to the Beach,Paramount,Comedy,92,PG,,
The Bedroom Window,DEG,Unknown,113,R,,
The Fourth Protocol,Lorimar,Unknown,119,R,,
Less Than Zero,Fox,Drama,98,R,,
Fatal Beauty,MGM,Unknown,104,R,,
Extreme Prejudice,TriStar,Unknown,104,R,,
Light of Day,TriStar,Unknown,87,PG-13,,
Disorderlies,Warner Bros.,Unknown,86,PG,,
Someone to Watch Over Me,Columbia,Unknown,107,R,,
Hope and Glory,Columbia,Drama,113,PG-13,,
Maid to Order,New Century,Unknown,92,PG,,
The Hidden,New Line,Unknown,98,R,,
From the Hip,DEG,Unknown,111,PG,,
My Life as a Dog,Skouras,Foreign,101,Unrated,,
Teen Wolf Too,Atlantic,Horror Comedy,95,PG,,
House II,New World,Unknown,88,PG-13,,
Wanted:Dead or Alive,New World,Action,106,R,,
Ironweed,TriStar,Unknown,144,R,,
Who's That Girl,Warner Bros.,Unknown,94,PG,,
Hiding Out,DEG,Unknown,95,PG-13,,
Death Wish 4:The Crackdown,Cannon Films,Unknown,99,R,,
The Chipmunk Adventure,Samuel Goldwyn,Animation,76,G,,
Assassination,Cannon Films,Unknown,88,PG-13,,
Evil Dead 2,DEG,Horror Comedy,85,R,,
Cry Freedom,Universal,Unknown,157,PG,,
Wisdom,Fox,Unknown,109,R,,
Surrender,Warner Bros.,Unknown,96,R,,
Nadine,TriStar,Unknown,83,PG,,
The Sicilian,Fox,Unknown,115,R,,
Gardens of Stone,TriStar,Drama,112,R,,
Hollywood Shuffle,Samuel Goldwyn,Unknown,78,R,100000,
Jean de Florette,Orion Classics,Foreign,121,PG,,
Hannah and Her Sisters (re-issue),Orion Pictures,Romantic Comedy,107,PG-13,,
Leonard Part 6,Columbia,Comedy,85,PG,,
River's Edge,Island Pictures,Unknown,99,R,,
Made in Heaven,Lorimar,Unknown,103,PG,,
Death Before Dishonor,New World,Unknown,93,R,,
The Dead,Vestron,Unknown,83,PG,,
The Color Purple (Re-issue),Warner Bros.,Unknown,154,PG-13,,
Best Seller,Orion Pictures,Unknown,95,R,,
Hot Pursuit,Paramount,Unknown,93,PG-13,,
American Ninja 2,Cannon Films,Action,89,R,,
Manon of the Spring,Orion Classics,Foreign,113,PG,,
My Demon Lover,New Line,Unknown,87,PG-13,,
North Shore,Universal,Unknown,96,PG,,
The Monster Squad,TriStar,Unknown,82,PG-13,,
Allan Quatermain and the Lost City of Gold,Cannon Films,Unknown,99,PG,,
Three O' Clock High,Universal,Unknown,90,PG-13,,
Big Shots,Fox,Unknown,94,PG-13,,
Near Dark,DEG,Unknown,95,R,5000000,
Wish You Were Here,Atlantic,Unknown,85,R,,
Pinocchio and the Emperor of the Night,New World,Unknown,45,G,,
Barfly,Cannon Films,Unknown,100,R,,
Malone,Orion Pictures,Unknown,92,R,,
Sign O' the Times,Cineplex Odeon,Unknown,90,PG-13,,
No Man's Land (1987),Orion Pictures,Action / Crime,106,R,,
Heat (1987),New Century,Unknown,171,R,,
The Allnighter,Universal,Unknown,95,PG-13,,
Hello Mary Lou:Prom Night II,Samuel Goldwyn,Horror,94,R,,
The Care Bears Movie 3,Cineplex Odeon,Animation,44,G,,
House of Games,Orion Pictures,Unknown,102,R,,
The Stepfather,New Century,Horror Thriller,89,R,,
Maurice,Cinecom,Unknown,140,R,,
Dead of Winter,MGM,Thriller,100,R,,
The Kindred,FM Ent. Intl.,Sci-Fi Horror,92,R,,
Weeds,DEG,Unknown,115,R,,
The Squeeze,TriStar,Unknown,102,PG-13,,
Dark Eyes,Island Pictures,Unknown,118,Unrated,,
Russkies,New Century,Unknown,98,PG,,
Meatballs III,Moviestore Ent.,Comedy,94,R,,
Morgan Stewart's Coming Home,New Century,Unknown,95,PG-13,,
Date with an Angel,DEG,Romantic Comedy,105,PG,,
Cop,Atlantic,Unknown,111,R,,
The Curse,Trans World Ent.,Unknown,90,R,,
Working Girls,Miramax,Drama,93,R,,
Hunk,Crown,Comedy,102,PG,,
Personal Services,Vestron,Unknown,105,R,,
The Big Town,Columbia,Unknown,110,R,,
The Rosary Murders,New Line,Unknown,101,R,,
Matewan,Cinecom,Unknown,132,PG-13,,
Prick Up Your Ears,Samuel Goldwyn,Unknown,111,R,,
Making Mr. Right,Orion Pictures,Unknown,99,PG-13,,
The Garbage Pail Kids Movie,Atlantic,Unknown,96,PG,,
Withnail and I,Cineplex Odeon,Unknown,107,R,,
Three for the Road,New Century,Comedy,88,PG,,
The Whistle Blower,Hemdale,Unknown,100,PG,,
A Prayer for the Dying,Samuel Goldwyn,Unknown,108,R,,
I've Heard Mermaids Singing,Miramax,Unknown,81,R,,
Penitentiary III,Cannon Films,Unknown,91,R,,
The Offspring,Moviestore Ent.,Unknown,96,R,,
The Whales of August,Alive Films,Unknown,90,Unrated,,
Steele Justice,Atlantic,Unknown,95,R,,
China Girl,Vestron,Unknown,88,R,,
Anna (1987),Vestron,Unknown,101,PG-13,,
Sammy and Rosie Get Laid,Cinecom,Unknown,101,Unrated,,
Dancers,Cannon Films,Unknown,99,PG,,
Return to Horror High,New World,Unknown,95,R,,
Nightflyers,New Century,Unknown,89,R,,
Street Smart,Cannon Films,Unknown,97,R,,
Swimming to Cambodia,Cinecom,Unknown,85,R,,
84 Charing Cross Road,Columbia,Unknown,100,PG,,
The Outing,Moviestore Ent.,Unknown,87,R,,
Housekeeping,Columbia,Unknown,116,PG,,
Cross My Heart,Universal,Unknown,90,R,,
In the Mood,Lorimar,Unknown,98,PG-13,,
Campus Man,Paramount,Comedy,94,PG,,
Million Dollar Mystery,DEG,Unknown,95,PG,,
A Man In Love,Cinecom,Unknown,125,R,,
Gothic,Vestron,Period Horror,87,R,,
The Glass Menagerie,Cineplex Odeon,Drama,134,PG,,
Real Men,United Artists,Action Comedy,86,PG-13,,
Tough Guys Don't Dance,Cannon Films,Unknown,108,R,,
Nowhere to Hide,New Century,Unknown,90,R,,
The Barbarians,Cannon Films,Unknown,88,R,,
Beyond Therapy,New World,Unknown,93,R,,
The Hanoi Hilton,Cannon Films,Unknown,123,R,,
Waiting for the Moon,Skouras,Period Drama,88,PG,,
Hail! Hail! Rock 'n' Roll,Universal,Unknown,120,PG,,
Siesta,Lorimar,Unknown,97,R,,
The Wolf at the Door,International Film Marketing,Unknown,90,R,,
Steel Dawn,Vestron,Unknown,102,R,,
Amazon Women on the Moon,Universal,Unknown,85,R,,
Devil in the Flesh,Orion Classics,Drama,92,R,,
Man on Fire (1987),TriStar,Unknown,92,R,,
The Killing Time,New World,Crime Thriller,94,R,,
September,Orion Pictures,Unknown,83,PG,,
The Good Father,Skouras,Unknown,90,R,,
Number One with a Bullet,Cannon Films,Action Comedy,101,R,,
Slamdance,Island Pictures,Unknown,100,R,,
Summer Heat,Atlantic,Unknown,80,R,,
White Water Summer,Columbia,Family Adventure,90,PG,,
Cold Steel,Cinetel,Unknown,91,R,,
Orphans (1987),Lorimar,Unknown,115,R,,
Square Dance,Island Pictures,Drama,112,PG-13,,
Straight to Hell,Island Pictures,Western Comedy,86,R,1000000,
The Princess Academy,Empire Pictures,Unknown,90,R,,
"Good Morning, Babylon",Vestron,Drama,117,PG-13,,
Lady Beware,Scotti Bros.,Thriller,108,R,,
Deadline,Skouras,Unknown,90,R,,
Gaby:A True Story,TriStar,Unknown,100,R,,
"Rita, Sue and Bob Too",Orion Classics,Unknown,89,R,,
Heaven,Island Pictures,Unknown,97,PG-13,,
Captive Hearts,MGM,Unknown,97,PG,,
Ping Pong,Samuel Goldwyn,Comedy / Drama,100,PG,,
Shadey,Skouras,Unknown,90,Unrated,,
Nice Girls Don't Explode,New World,Comedy,92,PG,,
Apocalypse Now (Re-issue),MGM,Unknown,153,R,,
Happy New Year,Columbia,Unknown,85,PG,,
"Forever, Lulu",TriStar,Unknown,85,R,,
O.C. and Stiggs,MGM,Comedy,109,R,7000000,
My Little Girl,Hemdale,Unknown,120,R,,
End of the Line,Orion Classics,Unknown,103,PG,,
Zombie High,Palisades Ent.,Unknown,93,R,,
Windrider,MGM,Unknown,92,R,,
Spookies,SVSC,Unknown,85,R,,
Home Is Where the Hart Is,Atlantic,Comedy,94,PG-13,,
Iron Warrior,Trans World Ent.,Unknown,82,PG-13,,
Hotel Colonial,Orion Pictures,Action / Adventure,104,R,,
Sweet Country,Palisades Ent.,Drama,150,R,,
Coming Up Roses,Skouras,Comedy,93,PG,,
Top Gun,Paramount,Action Drama,110,PG,,179800601
Crocodile Dundee,Paramount,Adventure Comedy,93,PG-13,,153400000
Platoon,Orion Pictures,War,120,R,6000000,
The Karate Kid Part II,Columbia,Sports Action,113,PG,,
Star Trek IV:The Voyage Home,Paramount,Sci-Fi Adventure,109,PG,,
Back to School,Orion Pictures,Comedy,96,PG-13,,
Aliens,Fox,Sci-Fi Horror,137,R,,85160248
The Golden Child,Paramount,Horror Comedy,93,PG-13,,
Ruthless People,Buena Vista,Comedy,93,R,,
Ferris Bueller's Day Off,Paramount,Comedy,102,PG-13,,
Down and Out in Beverly Hills,Buena Vista,Comedy,103,R,14000000,
The Color of Money,Buena Vista,Drama,119,R,,
Stand by Me,Columbia,Drama,88,R,,
Legal Eagles,Universal,Romantic Comedy,116,PG,,43300000
Cobra,Warner Bros.,Action,87,R,,
An American Tail,Universal,Animation,81,G,,47483002
Police Academy 3:Back in Training,Warner Bros.,Comedy,83,PG,,
Heartbreak Ridge,Warner Bros.,War,130,R,,
Peggy Sue Got Married,TriStar,Fantasy Comedy,103,PG-13,,
Poltergeist II:The Other Side,MGM,Horror,91,PG-13,,
Short Circuit,TriStar,Sci-Fi Comedy,99,PG,,
Pretty in Pink,Paramount,Romantic Comedy,96,PG-13,,
The Fly,Fox,Sci-Fi Horror,95,R,,20172594
Three Amigos,Orion Pictures,Period Comedy,105,PG,,
Little Shop of Horrors,Warner Bros.,Musical,88,PG-13,,38748395
About Last Night...,TriStar,Romantic Comedy,113,R,,
Running Scared,MGM,Action Comedy,122,R,,
The Money Pit,Universal,Comedy,91,PG,,17500000
Gung Ho,Paramount,Comedy / Drama,111,PG-13,,
Hannah and Her Sisters,Orion Pictures,Romantic Comedy,107,PG-13,,
Nothing in Common,TriStar,Comedy / Drama,118,PG,,
Children of a Lesser God,Paramount,Drama,118,R,,
Lady and the Tramp (re-issue) (1986),Buena Vista,Animation,76,G,,
Jumpin' Jack Flash,Fox,Comedy Thriller,100,R,,
Hoosiers,Orion Pictures,Sports Drama,114,PG,,
